MT	A	W	t	NH
297	300	20	27	5
672	300	20	27	5
657	300	20	27	5
609	300	20	27	5
547	300	20	27	5
500	300	20	27	5
453	300	20	27	5
360	300	20	27	5
1641	300	20	28	7
703	300	20	28	7
672	300	20	28	7
641	300	20	28	7
516	300	20	28	7
500	300	20	28	7
469	300	20	28	7
921	300	20	28	7
516	300	20	28	7
437	300	20	28	7
328	300	20	28	7
296	300	20	28	7
704	300	20	29	6
656	300	20	29	6
593	300	20	29	6
578	300	20	29	6
578	300	20	29	6
313	300	20	29	6
594	300	20	29	6
578	300	20	29	6
516	300	20	29	6
515	300	20	29	6
485	300	20	29	6
312	300	20	29	6
734	300	20	30	6
657	300	20	30	6
563	300	20	30	6
562	300	20	30	6
500	300	20	30	6
297	300	20	30	6
609	300	20	30	6
578	300	20	30	6
562	300	20	30	6
531	300	20	30	6
500	300	20	30	6
313	300	20	30	6
750	300	40	2	11
703	300	40	2	11
687	300	40	2	11
562	300	40	2	11
547	300	40	2	11
531	300	40	2	11
438	300	40	2	11
422	300	40	2	11
360	300	40	2	11
360	300	40	2	11
313	300	40	2	11
375	300	40	2	11
609	300	40	3	10
547	300	40	3	10
500	300	40	3	10
469	300	40	3	10
453	300	40	3	10
437	300	40	3	10
422	300	40	3	10
391	300	40	3	10
375	300	40	3	10
312	300	40	3	10
719	300	40	3	10
531	300	40	3	10
656	300	40	4	12
641	300	40	4	12
578	300	40	4	12
516	300	40	4	12
469	300	40	4	12
453	300	40	4	12
422	300	40	4	12
406	300	40	4	12
391	300	40	4	12
375	300	40	4	12
328	300	40	4	12
313	300	40	4	12
718	300	40	5	11
531	300	40	5	11
500	300	40	5	11
485	300	40	5	11
469	300	40	5	11
453	300	40	5	11
437	300	40	5	11
437	300	40	5	11
421	300	40	5	11
312	300	40	5	11
266	300	40	5	11
516	300	40	5	11
657	300	40	6	12
531	300	40	6	12
484	300	40	6	12
454	300	40	6	12
438	300	40	6	12
437	300	40	6	12
407	300	40	6	12
390	300	40	6	12
375	300	40	6	12
375	300	40	6	12
313	300	40	6	12
265	300	40	6	12
1390	300	40	7	11
562	300	40	7	11
531	300	40	7	11
516	300	40	7	11
469	300	40	7	11
422	300	40	7	11
407	300	40	7	11
360	300	40	7	11
344	300	40	7	11
328	300	40	7	11
266	300	40	7	11
421	300	40	7	11
641	300	40	8	11
532	300	40	8	11
454	300	40	8	11
437	300	40	8	11
422	300	40	8	11
421	300	40	8	11
406	300	40	8	11
359	300	40	8	11
359	300	40	8	11
328	300	40	8	11
297	300	40	8	11
1031	300	40	8	11
578	300	40	9	10
516	300	40	9	10
515	300	40	9	10
500	300	40	9	10
469	300	40	9	10
422	300	40	9	10
406	300	40	9	10
391	300	40	9	10
313	300	40	9	10
265	300	40	9	10
1016	300	40	9	10
391	300	40	9	10
609	300	40	10	11
594	300	40	10	11
547	300	40	10	11
422	300	40	10	11
422	300	40	10	11
406	300	40	10	11
391	300	40	10	11
344	300	40	10	11
328	300	40	10	11
312	300	40	10	11
250	300	40	10	11
422	300	40	10	11
672	300	40	11	10
563	300	40	11	10
516	300	40	11	10
500	300	40	11	10
468	300	40	11	10
468	300	40	11	10
453	300	40	11	10
438	300	40	11	10
343	300	40	11	10
328	300	40	11	10
297	300	40	11	10
282	300	40	11	10
594	300	40	12	12
562	300	40	12	12
500	300	40	12	12
453	300	40	12	12
422	300	40	12	12
422	300	40	12	12
422	300	40	12	12
406	300	40	12	12
359	300	40	12	12
344	300	40	12	12
313	300	40	12	12
265	300	40	12	12
625	300	40	13	12
578	300	40	13	12
500	300	40	13	12
469	300	40	13	12
468	300	40	13	12
438	300	40	13	12
437	300	40	13	12
406	300	40	13	12
406	300	40	13	12
344	300	40	13	12
328	300	40	13	12
235	300	40	13	12
625	300	40	14	11
547	300	40	14	11
531	300	40	14	11
437	300	40	14	11
422	300	40	14	11
407	300	40	14	11
406	300	40	14	11
391	300	40	14	11
375	300	40	14	11
312	300	40	14	11
312	300	40	14	11
281	300	40	14	11
578	300	40	15	12
563	300	40	15	12
453	300	40	15	12
453	300	40	15	12
438	300	40	15	12
422	300	40	15	12
422	300	40	15	12
391	300	40	15	12
360	300	40	15	12
344	300	40	15	12
329	300	40	15	12
265	300	40	15	12
640	300	40	16	12
531	300	40	16	12
500	300	40	16	12
422	300	40	16	12
422	300	40	16	12
406	300	40	16	12
406	300	40	16	12
375	300	40	16	12
328	300	40	16	12
313	300	40	16	12
296	300	40	16	12
250	300	40	16	12
594	300	40	17	11
579	300	40	17	11
547	300	40	17	11
453	300	40	17	11
453	300	40	17	11
422	300	40	17	11
406	300	40	17	11
390	300	40	17	11
343	300	40	17	11
313	300	40	17	11
266	300	40	17	11
391	300	40	17	11
1609	300	40	18	11
656	300	40	18	11
562	300	40	18	11
437	300	40	18	11
422	300	40	18	11
422	300	40	18	11
359	300	40	18	11
328	300	40	18	11
312	300	40	18	11
312	300	40	18	11
266	300	40	18	11
750	300	40	18	11
1547	300	40	19	10
578	300	40	19	10
532	300	40	19	10
485	300	40	19	10
453	300	40	19	10
422	300	40	19	10
422	300	40	19	10
297	300	40	19	10
297	300	40	19	10
265	300	40	19	10
531	300	40	19	10
375	300	40	19	10
719	300	40	20	11
578	300	40	20	11
515	300	40	20	11
453	300	40	20	11
407	300	40	20	11
406	300	40	20	11
390	300	40	20	11
344	300	40	20	11
313	300	40	20	11
297	300	40	20	11
235	300	40	20	11
641	300	40	20	11
594	300	40	21	10
579	300	40	21	10
515	300	40	21	10
469	300	40	21	10
453	300	40	21	10
422	300	40	21	10
406	300	40	21	10
391	300	40	21	10
297	300	40	21	10
250	300	40	21	10
812	300	40	21	10
297	300	40	21	10
828	300	40	22	9
750	300	40	22	9
609	300	40	22	9
531	300	40	22	9
516	300	40	22	9
453	300	40	22	9
437	300	40	22	9
422	300	40	22	9
406	300	40	22	9
344	300	40	22	9
281	300	40	22	9
265	300	40	22	9
547	300	40	23	12
516	300	40	23	12
515	300	40	23	12
469	300	40	23	12
469	300	40	23	12
453	300	40	23	12
453	300	40	23	12
422	300	40	23	12
406	300	40	23	12
313	300	40	23	12
313	300	40	23	12
282	300	40	23	12
641	300	40	24	10
563	300	40	24	10
515	300	40	24	10
422	300	40	24	10
422	300	40	24	10
407	300	40	24	10
375	300	40	24	10
375	300	40	24	10
375	300	40	24	10
328	300	40	24	10
265	300	40	24	10
250	300	40	24	10
594	300	40	25	11
593	300	40	25	11
547	300	40	25	11
453	300	40	25	11
453	300	40	25	11
437	300	40	25	11
391	300	40	25	11
375	300	40	25	11
313	300	40	25	11
312	300	40	25	11
250	300	40	25	11
344	300	40	25	11
688	300	40	26	11
547	300	40	26	11
531	300	40	26	11
453	300	40	26	11
422	300	40	26	11
406	300	40	26	11
375	300	40	26	11
375	300	40	26	11
328	300	40	26	11
297	300	40	26	11
297	300	40	26	11
250	300	40	26	11
516	300	40	27	11
500	300	40	27	11
454	300	40	27	11
453	300	40	27	11
437	300	40	27	11
437	300	40	27	11
422	300	40	27	11
406	300	40	27	11
328	300	40	27	11
313	300	40	27	11
265	300	40	27	11
547	300	40	27	11
750	300	40	28	11
531	300	40	28	11
422	300	40	28	11
391	300	40	28	11
390	300	40	28	11
375	300	40	28	11
344	300	40	28	11
328	300	40	28	11
297	300	40	28	11
297	300	40	28	11
266	300	40	28	11
547	300	40	28	11
625	300	40	29	10
547	300	40	29	10
531	300	40	29	10
453	300	40	29	10
438	300	40	29	10
437	300	40	29	10
406	300	40	29	10
375	300	40	29	10
328	300	40	29	10
281	300	40	29	10
500	300	40	29	10
391	300	40	29	10
578	300	40	30	11
546	300	40	30	11
532	300	40	30	11
453	300	40	30	11
406	300	40	30	11
406	300	40	30	11
375	300	40	30	11
344	300	40	30	11
344	300	40	30	11
312	300	40	30	11
281	300	40	30	11
250	300	40	30	11
