MT	A	W	t	NH
250	200	20	22	7
812	200	20	23	9
500	200	20	23	9
484	200	20	23	9
469	200	20	23	9
453	200	20	23	9
438	200	20	23	9
437	200	20	23	9
328	200	20	23	9
265	200	20	23	9
657	200	20	23	9
516	200	20	23	9
312	200	20	23	9
656	200	20	24	8
500	200	20	24	8
484	200	20	24	8
469	200	20	24	8
454	200	20	24	8
406	200	20	24	8
281	200	20	24	8
266	200	20	24	8
563	200	20	24	8
406	200	20	24	8
391	200	20	24	8
375	200	20	24	8
625	200	20	25	10
594	200	20	25	10
578	200	20	25	10
578	200	20	25	10
484	200	20	25	10
468	200	20	25	10
453	200	20	25	10
438	200	20	25	10
406	200	20	25	10
250	200	20	25	10
828	200	20	25	10
297	200	20	25	10
735	200	20	26	8
625	200	20	26	8
531	200	20	26	8
500	200	20	26	8
485	200	20	26	8
437	200	20	26	8
375	200	20	26	8
344	200	20	26	8
453	200	20	26	8
297	200	20	26	8
250	200	20	26	8
250	200	20	26	8
1125	200	20	27	10
578	200	20	27	10
438	200	20	27	10
437	200	20	27	10
437	200	20	27	10
422	200	20	27	10
328	200	20	27	10
313	200	20	27	10
296	200	20	27	10
250	200	20	27	10
531	200	20	27	10
438	200	20	27	10
610	200	20	28	9
516	200	20	28	9
469	200	20	28	9
453	200	20	28	9
453	200	20	28	9
312	200	20	28	9
312	200	20	28	9
297	200	20	28	9
266	200	20	28	9
641	200	20	28	9
484	200	20	28	9
422	200	20	28	9
578	200	20	29	9
547	200	20	29	9
516	200	20	29	9
515	200	20	29	9
500	200	20	29	9
500	200	20	29	9
422	200	20	29	9
406	200	20	29	9
250	200	20	29	9
891	200	20	29	9
328	200	20	29	9
313	200	20	29	9
594	200	20	30	9
578	200	20	30	9
547	200	20	30	9
484	200	20	30	9
469	200	20	30	9
437	200	20	30	9
406	200	20	30	9
344	200	20	30	9
250	200	20	30	9
531	200	20	30	9
390	200	20	30	9
281	200	20	30	9
610	200	40	2	11
500	200	40	2	11
484	200	40	2	11
484	200	40	2	11
469	200	40	2	11
406	200	40	2	11
360	200	40	2	11
343	200	40	2	11
313	200	40	2	11
313	200	40	2	11
297	200	40	2	11
782	200	40	2	11
843	200	40	3	12
485	200	40	3	12
484	200	40	3	12
469	200	40	3	12
453	200	40	3	12
406	200	40	3	12
375	200	40	3	12
359	200	40	3	12
343	200	40	3	12
328	200	40	3	12
312	200	40	3	12
297	200	40	3	12
547	200	40	4	11
500	200	40	4	11
484	200	40	4	11
438	200	40	4	11
422	200	40	4	11
391	200	40	4	11
344	200	40	4	11
329	200	40	4	11
328	200	40	4	11
297	200	40	4	11
281	200	40	4	11
281	200	40	4	11
547	200	40	5	12
453	200	40	5	12
453	200	40	5	12
438	200	40	5	12
437	200	40	5	12
391	200	40	5	12
359	200	40	5	12
343	200	40	5	12
313	200	40	5	12
313	200	40	5	12
297	200	40	5	12
266	200	40	5	12
578	200	40	6	12
469	200	40	6	12
454	200	40	6	12
437	200	40	6	12
406	200	40	6	12
406	200	40	6	12
344	200	40	6	12
328	200	40	6	12
297	200	40	6	12
281	200	40	6	12
281	200	40	6	12
266	200	40	6	12
500	200	40	7	12
468	200	40	7	12
438	200	40	7	12
406	200	40	7	12
375	200	40	7	12
375	200	40	7	12
359	200	40	7	12
312	200	40	7	12
312	200	40	7	12
297	200	40	7	12
297	200	40	7	12
281	200	40	7	12
609	200	40	8	12
469	200	40	8	12
453	200	40	8	12
453	200	40	8	12
375	200	40	8	12
359	200	40	8	12
344	200	40	8	12
313	200	40	8	12
313	200	40	8	12
281	200	40	8	12
266	200	40	8	12
265	200	40	8	12
531	200	40	9	10
453	200	40	9	10
391	200	40	9	10
390	200	40	9	10
344	200	40	9	10
344	200	40	9	10
343	200	40	9	10
281	200	40	9	10
281	200	40	9	10
266	200	40	9	10
422	200	40	9	10
297	200	40	9	10
610	200	40	10	12
485	200	40	10	12
485	200	40	10	12
469	200	40	10	12
406	200	40	10	12
344	200	40	10	12
328	200	40	10	12
297	200	40	10	12
297	200	40	10	12
281	200	40	10	12
266	200	40	10	12
250	200	40	10	12
1062	200	40	11	12
484	200	40	11	12
469	200	40	11	12
453	200	40	11	12
438	200	40	11	12
343	200	40	11	12
328	200	40	11	12
312	200	40	11	12
297	200	40	11	12
297	200	40	11	12
281	200	40	11	12
281	200	40	11	12
610	200	40	12	11
484	200	40	12	11
453	200	40	12	11
422	200	40	12	11
375	200	40	12	11
375	200	40	12	11
344	200	40	12	11
297	200	40	12	11
266	200	40	12	11
265	200	40	12	11
250	200	40	12	11
344	200	40	12	11
515	200	40	13	11
454	200	40	13	11
438	200	40	13	11
437	200	40	13	11
406	200	40	13	11
375	200	40	13	11
329	200	40	13	11
313	200	40	13	11
282	200	40	13	11
282	200	40	13	11
266	200	40	13	11
266	200	40	13	11
578	200	40	14	10
484	200	40	14	10
468	200	40	14	10
406	200	40	14	10
359	200	40	14	10
343	200	40	14	10
297	200	40	14	10
281	200	40	14	10
265	200	40	14	10
250	200	40	14	10
375	200	40	14	10
312	200	40	14	10
500	200	40	15	11
485	200	40	15	11
469	200	40	15	11
469	200	40	15	11
391	200	40	15	11
344	200	40	15	11
328	200	40	15	11
281	200	40	15	11
281	200	40	15	11
265	200	40	15	11
250	200	40	15	11
297	200	40	15	11
1140	200	40	16	11
563	200	40	16	11
484	200	40	16	11
422	200	40	16	11
390	200	40	16	11
360	200	40	16	11
344	200	40	16	11
297	200	40	16	11
266	200	40	16	11
266	200	40	16	11
235	200	40	16	11
406	200	40	16	11
500	200	40	17	10
500	200	40	17	10
453	200	40	17	10
453	200	40	17	10
406	200	40	17	10
391	200	40	17	10
344	200	40	17	10
328	200	40	17	10
281	200	40	17	10
281	200	40	17	10
563	200	40	17	10
250	200	40	17	10
578	200	40	18	11
469	200	40	18	11
438	200	40	18	11
438	200	40	18	11
359	200	40	18	11
344	200	40	18	11
344	200	40	18	11
328	200	40	18	11
266	200	40	18	11
265	200	40	18	11
250	200	40	18	11
281	200	40	18	11
515	200	40	19	10
484	200	40	19	10
453	200	40	19	10
437	200	40	19	10
359	200	40	19	10
328	200	40	19	10
328	200	40	19	10
312	200	40	19	10
266	200	40	19	10
266	200	40	19	10
328	200	40	19	10
328	200	40	19	10
578	200	40	20	10
453	200	40	20	10
438	200	40	20	10
391	200	40	20	10
359	200	40	20	10
328	200	40	20	10
328	200	40	20	10
281	200	40	20	10
250	200	40	20	10
250	200	40	20	10
484	200	40	20	10
344	200	40	20	10
485	200	40	21	11
485	200	40	21	11
469	200	40	21	11
453	200	40	21	11
422	200	40	21	11
390	200	40	21	11
344	200	40	21	11
313	200	40	21	11
313	200	40	21	11
266	200	40	21	11
266	200	40	21	11
281	200	40	21	11
640	200	40	22	11
484	200	40	22	11
453	200	40	22	11
422	200	40	22	11
360	200	40	22	11
344	200	40	22	11
328	200	40	22	11
313	200	40	22	11
296	200	40	22	11
265	200	40	22	11
265	200	40	22	11
281	200	40	22	11
547	200	40	23	9
485	200	40	23	9
484	200	40	23	9
390	200	40	23	9
328	200	40	23	9
313	200	40	23	9
312	200	40	23	9
266	200	40	23	9
250	200	40	23	9
922	200	40	23	9
390	200	40	23	9
297	200	40	23	9
984	200	40	24	11
578	200	40	24	11
500	200	40	24	11
469	200	40	24	11
391	200	40	24	11
375	200	40	24	11
344	200	40	24	11
328	200	40	24	11
312	200	40	24	11
266	200	40	24	11
265	200	40	24	11
281	200	40	24	11
1093	200	40	25	10
500	200	40	25	10
453	200	40	25	10
422	200	40	25	10
406	200	40	25	10
375	200	40	25	10
343	200	40	25	10
328	200	40	25	10
282	200	40	25	10
266	200	40	25	10
297	200	40	25	10
281	200	40	25	10
516	200	40	26	11
500	200	40	26	11
485	200	40	26	11
453	200	40	26	11
375	200	40	26	11
360	200	40	26	11
344	200	40	26	11
313	200	40	26	11
312	200	40	26	11
266	200	40	26	11
266	200	40	26	11
282	200	40	26	11
531	200	40	27	11
500	200	40	27	11
453	200	40	27	11
438	200	40	27	11
375	200	40	27	11
359	200	40	27	11
328	200	40	27	11
312	200	40	27	11
297	200	40	27	11
281	200	40	27	11
281	200	40	27	11
296	200	40	27	11
562	200	40	28	10
500	200	40	28	10
453	200	40	28	10
422	200	40	28	10
391	200	40	28	10
360	200	40	28	10
328	200	40	28	10
312	200	40	28	10
250	200	40	28	10
250	200	40	28	10
563	200	40	28	10
250	200	40	28	10
532	200	40	29	12
531	200	40	29	12
500	200	40	29	12
469	200	40	29	12
407	200	40	29	12
390	200	40	29	12
375	200	40	29	12
329	200	40	29	12
329	200	40	29	12
282	200	40	29	12
266	200	40	29	12
266	200	40	29	12
531	200	40	30	12
500	200	40	30	12
453	200	40	30	12
437	200	40	30	12
375	200	40	30	12
344	200	40	30	12
343	200	40	30	12
328	200	40	30	12
312	200	40	30	12
281	200	40	30	12
265	200	40	30	12
234	200	40	30	12
828	300	10	2	5
641	300	10	2	5
593	300	10	2	5
469	300	10	2	5
360	300	10	2	5
891	300	10	2	5
672	300	10	2	5
641	300	10	2	5
610	300	10	2	5
578	300	10	2	5
532	300	10	2	5
500	300	10	2	5
843	300	10	3	4
797	300	10	3	4
656	300	10	3	4
359	300	10	3	4
813	300	10	3	4
703	300	10	3	4
687	300	10	3	4
594	300	10	3	4
500	300	10	3	4
500	300	10	3	4
390	300	10	3	4
78	300	10	3	4
1219	300	10	4	4
640	300	10	4	4
563	300	10	4	4
359	300	10	4	4
1172	300	10	4	4
704	300	10	4	4
703	300	10	4	4
593	300	10	4	4
578	300	10	4	4
485	300	10	4	4
438	300	10	4	4
422	300	10	4	4
781	300	10	5	7
718	300	10	5	7
672	300	10	5	7
656	300	10	5	7
610	300	10	5	7
484	300	10	5	7
484	300	10	5	7
719	300	10	5	7
640	300	10	5	7
437	300	10	5	7
391	300	10	5	7
344	300	10	5	7
656	300	10	6	5
547	300	10	6	5
484	300	10	6	5
422	300	10	6	5
328	300	10	6	5
719	300	10	6	5
688	300	10	6	5
657	300	10	6	5
609	300	10	6	5
453	300	10	6	5
453	300	10	6	5
391	300	10	6	5
719	300	10	7	4
703	300	10	7	4
656	300	10	7	4
578	300	10	7	4
766	300	10	7	4
657	300	10	7	4
547	300	10	7	4
547	300	10	7	4
500	300	10	7	4
406	300	10	7	4
391	300	10	7	4
344	300	10	7	4
1985	300	10	8	6
1406	300	10	8	6
641	300	10	8	6
610	300	10	8	6
532	300	10	8	6
468	300	10	8	6
703	300	10	8	6
640	300	10	8	6
437	300	10	8	6
391	300	10	8	6
312	300	10	8	6
312	300	10	8	6
703	300	10	9	5
656	300	10	9	5
546	300	10	9	5
329	300	10	9	5
313	300	10	9	5
765	300	10	9	5
734	300	10	9	5
656	300	10	9	5
609	300	10	9	5
500	300	10	9	5
485	300	10	9	5
468	300	10	9	5
672	300	10	10	5
625	300	10	10	5
594	300	10	10	5
438	300	10	10	5
422	300	10	10	5
938	300	10	10	5
625	300	10	10	5
625	300	10	10	5
485	300	10	10	5
453	300	10	10	5
312	300	10	10	5
297	300	10	10	5
687	300	10	11	5
656	300	10	11	5
625	300	10	11	5
609	300	10	11	5
547	300	10	11	5
734	300	10	11	5
656	300	10	11	5
547	300	10	11	5
484	300	10	11	5
438	300	10	11	5
375	300	10	11	5
344	300	10	11	5
672	300	10	12	4
641	300	10	12	4
594	300	10	12	4
579	300	10	12	4
641	300	10	12	4
532	300	10	12	4
531	300	10	12	4
484	300	10	12	4
437	300	10	12	4
375	300	10	12	4
344	300	10	12	4
297	300	10	12	4
734	300	10	13	8
672	300	10	13	8
593	300	10	13	8
578	300	10	13	8
578	300	10	13	8
500	300	10	13	8
469	300	10	13	8
328	300	10	13	8
812	300	10	13	8
563	300	10	13	8
406	300	10	13	8
296	300	10	13	8
797	300	10	14	9
687	300	10	14	9
672	300	10	14	9
625	300	10	14	9
578	300	10	14	9
531	300	10	14	9
438	300	10	14	9
406	300	10	14	9
329	300	10	14	9
594	300	10	14	9
485	300	10	14	9
297	300	10	14	9
1391	300	10	15	6
750	300	10	15	6
672	300	10	15	6
563	300	10	15	6
500	300	10	15	6
312	300	10	15	6
750	300	10	15	6
703	300	10	15	6
547	300	10	15	6
453	300	10	15	6
422	300	10	15	6
312	300	10	15	6
1000	300	10	16	10
672	300	10	16	10
609	300	10	16	10
609	300	10	16	10
562	300	10	16	10
516	300	10	16	10
515	300	10	16	10
407	300	10	16	10
406	300	10	16	10
281	300	10	16	10
640	300	10	16	10
313	300	10	16	10
657	300	10	17	2
578	300	10	17	2
875	300	10	17	2
734	300	10	17	2
625	300	10	17	2
610	300	10	17	2
594	300	10	17	2
562	300	10	17	2
500	300	10	17	2
422	300	10	17	2
329	300	10	17	2
312	300	10	17	2
641	300	10	18	5
610	300	10	18	5
578	300	10	18	5
500	300	10	18	5
391	300	10	18	5
594	300	10	18	5
500	300	10	18	5
468	300	10	18	5
421	300	10	18	5
328	300	10	18	5
296	300	10	18	5
94	300	10	18	5
1422	300	10	19	5
610	300	10	19	5
531	300	10	19	5
515	300	10	19	5
297	300	10	19	5
671	300	10	19	5
610	300	10	19	5
609	300	10	19	5
594	300	10	19	5
578	300	10	19	5
438	300	10	19	5
438	300	10	19	5
719	300	10	20	7
641	300	10	20	7
625	300	10	20	7
610	300	10	20	7
516	300	10	20	7
453	300	10	20	7
313	300	10	20	7
1125	300	10	20	7
484	300	10	20	7
437	300	10	20	7
391	300	10	20	7
391	300	10	20	7
703	300	10	21	5
672	300	10	21	5
640	300	10	21	5
625	300	10	21	5
516	300	10	21	5
578	300	10	21	5
562	300	10	21	5
500	300	10	21	5
453	300	10	21	5
438	300	10	21	5
406	300	10	21	5
297	300	10	21	5
703	300	10	22	3
610	300	10	22	3
437	300	10	22	3
718	300	10	22	3
687	300	10	22	3
610	300	10	22	3
547	300	10	22	3
500	300	10	22	3
484	300	10	22	3
406	300	10	22	3
375	300	10	22	3
297	300	10	22	3
750	300	10	23	8
672	300	10	23	8
671	300	10	23	8
625	300	10	23	8
500	300	10	23	8
485	300	10	23	8
406	300	10	23	8
328	300	10	23	8
672	300	10	23	8
562	300	10	23	8
531	300	10	23	8
296	300	10	23	8
891	300	10	24	9
750	300	10	24	9
657	300	10	24	9
641	300	10	24	9
594	300	10	24	9
594	300	10	24	9
515	300	10	24	9
453	300	10	24	9
422	300	10	24	9
687	300	10	24	9
328	300	10	24	9
282	300	10	24	9
797	300	10	25	8
703	300	10	25	8
594	300	10	25	8
547	300	10	25	8
531	300	10	25	8
500	300	10	25	8
485	300	10	25	8
297	300	10	25	8
656	300	10	25	8
656	300	10	25	8
438	300	10	25	8
344	300	10	25	8
1062	300	10	26	7
656	300	10	26	7
563	300	10	26	7
562	300	10	26	7
516	300	10	26	7
484	300	10	26	7
328	300	10	26	7
562	300	10	26	7
562	300	10	26	7
437	300	10	26	7
406	300	10	26	7
281	300	10	26	7
766	300	10	27	8
704	300	10	27	8
563	300	10	27	8
547	300	10	27	8
532	300	10	27	8
531	300	10	27	8
469	300	10	27	8
312	300	10	27	8
735	300	10	27	8
579	300	10	27	8
406	300	10	27	8
328	300	10	27	8
594	300	10	28	5
562	300	10	28	5
547	300	10	28	5
328	300	10	28	5
266	300	10	28	5
1047	300	10	28	5
609	300	10	28	5
562	300	10	28	5
531	300	10	28	5
500	300	10	28	5
484	300	10	28	5
453	300	10	28	5
672	300	10	29	4
547	300	10	29	4
500	300	10	29	4
438	300	10	29	4
750	300	10	29	4
656	300	10	29	4
641	300	10	29	4
531	300	10	29	4
531	300	10	29	4
485	300	10	29	4
328	300	10	29	4
297	300	10	29	4
922	300	10	30	3
734	300	10	30	3
609	300	10	30	3
625	300	10	30	3
625	300	10	30	3
547	300	10	30	3
532	300	10	30	3
484	300	10	30	3
453	300	10	30	3
406	300	10	30	3
391	300	10	30	3
281	300	10	30	3
938	300	20	2	9
750	300	20	2	9
688	300	20	2	9
516	300	20	2	9
500	300	20	2	9
469	300	20	2	9
406	300	20	2	9
406	300	20	2	9
375	300	20	2	9
531	300	20	2	9
500	300	20	2	9
312	300	20	2	9
718	300	20	3	7
578	300	20	3	7
578	300	20	3	7
500	300	20	3	7
407	300	20	3	7
375	300	20	3	7
344	300	20	3	7
672	300	20	3	7
625	300	20	3	7
562	300	20	3	7
484	300	20	3	7
359	300	20	3	7
625	300	20	4	12
625	300	20	4	12
610	300	20	4	12
516	300	20	4	12
485	300	20	4	12
484	300	20	4	12
484	300	20	4	12
406	300	20	4	12
406	300	20	4	12
375	300	20	4	12
344	300	20	4	12
344	300	20	4	12
640	300	20	5	6
531	300	20	5	6
515	300	20	5	6
500	300	20	5	6
422	300	20	5	6
344	300	20	5	6
594	300	20	5	6
547	300	20	5	6
531	300	20	5	6
438	300	20	5	6
360	300	20	5	6
359	300	20	5	6
704	300	20	6	8
641	300	20	6	8
563	300	20	6	8
532	300	20	6	8
531	300	20	6	8
516	300	20	6	8
406	300	20	6	8
359	300	20	6	8
563	300	20	6	8
406	300	20	6	8
328	300	20	6	8
312	300	20	6	8
656	300	20	7	10
609	300	20	7	10
594	300	20	7	10
547	300	20	7	10
546	300	20	7	10
500	300	20	7	10
438	300	20	7	10
360	300	20	7	10
328	300	20	7	10
313	300	20	7	10
1203	300	20	7	10
406	300	20	7	10
844	300	20	8	11
640	300	20	8	11
547	300	20	8	11
516	300	20	8	11
500	300	20	8	11
484	300	20	8	11
453	300	20	8	11
391	300	20	8	11
343	300	20	8	11
312	300	20	8	11
312	300	20	8	11
1188	300	20	8	11
563	300	20	9	10
547	300	20	9	10
546	300	20	9	10
531	300	20	9	10
516	300	20	9	10
515	300	20	9	10
437	300	20	9	10
328	300	20	9	10
328	300	20	9	10
313	300	20	9	10
593	300	20	9	10
375	300	20	9	10
750	300	20	10	8
579	300	20	10	8
563	300	20	10	8
515	300	20	10	8
485	300	20	10	8
422	300	20	10	8
329	300	20	10	8
313	300	20	10	8
547	300	20	10	8
453	300	20	10	8
406	300	20	10	8
375	300	20	10	8
1547	300	20	11	10
625	300	20	11	10
547	300	20	11	10
531	300	20	11	10
516	300	20	11	10
500	300	20	11	10
438	300	20	11	10
391	300	20	11	10
328	300	20	11	10
297	300	20	11	10
531	300	20	11	10
328	300	20	11	10
657	300	20	12	8
578	300	20	12	8
531	300	20	12	8
500	300	20	12	8
485	300	20	12	8
375	300	20	12	8
359	300	20	12	8
312	300	20	12	8
609	300	20	12	8
500	300	20	12	8
359	300	20	12	8
328	300	20	12	8
797	300	20	13	8
578	300	20	13	8
500	300	20	13	8
500	300	20	13	8
469	300	20	13	8
406	300	20	13	8
375	300	20	13	8
312	300	20	13	8
922	300	20	13	8
531	300	20	13	8
515	300	20	13	8
391	300	20	13	8
766	300	20	14	9
640	300	20	14	9
516	300	20	14	9
500	300	20	14	9
469	300	20	14	9
468	300	20	14	9
438	300	20	14	9
406	300	20	14	9
359	300	20	14	9
531	300	20	14	9
375	300	20	14	9
313	300	20	14	9
547	300	20	15	3
532	300	20	15	3
438	300	20	15	3
688	300	20	15	3
657	300	20	15	3
641	300	20	15	3
515	300	20	15	3
500	300	20	15	3
484	300	20	15	3
359	300	20	15	3
344	300	20	15	3
312	300	20	15	3
703	300	20	16	5
672	300	20	16	5
657	300	20	16	5
484	300	20	16	5
484	300	20	16	5
578	300	20	16	5
454	300	20	16	5
344	300	20	16	5
344	300	20	16	5
344	300	20	16	5
343	300	20	16	5
282	300	20	16	5
687	300	20	17	10
578	300	20	17	10
531	300	20	17	10
531	300	20	17	10
516	300	20	17	10
500	300	20	17	10
500	300	20	17	10
359	300	20	17	10
328	300	20	17	10
312	300	20	17	10
468	300	20	17	10
360	300	20	17	10
563	300	20	18	7
516	300	20	18	7
515	300	20	18	7
500	300	20	18	7
484	300	20	18	7
360	300	20	18	7
344	300	20	18	7
859	300	20	18	7
547	300	20	18	7
422	300	20	18	7
406	300	20	18	7
281	300	20	18	7
579	300	20	19	7
578	300	20	19	7
516	300	20	19	7
500	300	20	19	7
453	300	20	19	7
328	300	20	19	7
313	300	20	19	7
500	300	20	19	7
468	300	20	19	7
453	300	20	19	7
391	300	20	19	7
390	300	20	19	7
921	300	20	20	9
781	300	20	20	9
625	300	20	20	9
547	300	20	20	9
500	300	20	20	9
469	300	20	20	9
438	300	20	20	9
360	300	20	20	9
343	300	20	20	9
500	300	20	20	9
484	300	20	20	9
281	300	20	20	9
1531	300	20	21	7
1218	300	20	21	7
688	300	20	21	7
578	300	20	21	7
469	300	20	21	7
329	300	20	21	7
313	300	20	21	7
1000	300	20	21	7
562	300	20	21	7
485	300	20	21	7
390	300	20	21	7
328	300	20	21	7
953	300	20	22	8
750	300	20	22	8
750	300	20	22	8
563	300	20	22	8
485	300	20	22	8
469	300	20	22	8
312	300	20	22	8
297	300	20	22	8
547	300	20	22	8
516	300	20	22	8
469	300	20	22	8
297	300	20	22	8
1266	300	20	23	7
656	300	20	23	7
609	300	20	23	7
563	300	20	23	7
562	300	20	23	7
500	300	20	23	7
406	300	20	23	7
437	300	20	23	7
422	300	20	23	7
328	300	20	23	7
296	300	20	23	7
281	300	20	23	7
735	300	20	24	8
547	300	20	24	8
531	300	20	24	8
500	300	20	24	8
438	300	20	24	8
422	300	20	24	8
313	300	20	24	8
266	300	20	24	8
515	300	20	24	8
468	300	20	24	8
391	300	20	24	8
312	300	20	24	8
687	300	20	25	8
594	300	20	25	8
531	300	20	25	8
485	300	20	25	8
469	300	20	25	8
453	300	20	25	8
453	300	20	25	8
297	300	20	25	8
531	300	20	25	8
516	300	20	25	8
360	300	20	25	8
297	300	20	25	8
562	300	20	26	9
531	300	20	26	9
516	300	20	26	9
500	300	20	26	9
484	300	20	26	9
468	300	20	26	9
391	300	20	26	9
328	300	20	26	9
312	300	20	26	9
781	300	20	26	9
422	300	20	26	9
359	300	20	26	9
688	300	20	27	6
531	300	20	27	6
500	300	20	27	6
485	300	20	27	6
485	300	20	27	6
406	300	20	27	6
610	300	20	27	6
578	300	20	27	6
453	300	20	27	6
375	300	20	27	6
344	300	20	27	6
297	300	20	27	6
719	300	20	28	5
609	300	20	28	5
546	300	20	28	5
516	300	20	28	5
469	300	20	28	5
1265	300	20	28	5
766	300	20	28	5
515	300	20	28	5
406	300	20	28	5
390	300	20	28	5
297	300	20	28	5
297	300	20	28	5
672	300	20	29	5
656	300	20	29	5
563	300	20	29	5
515	300	20	29	5
485	300	20	29	5
578	300	20	29	5
485	300	20	29	5
438	300	20	29	5
421	300	20	29	5
297	300	20	29	5
297	300	20	29	5
156	300	20	29	5
969	300	20	30	7
766	300	20	30	7
703	300	20	30	7
531	300	20	30	7
500	300	20	30	7
500	300	20	30	7
437	300	20	30	7
594	300	20	30	7
547	300	20	30	7
516	300	20	30	7
406	300	20	30	7
312	300	20	30	7
797	300	40	2	11
657	300	40	2	11
640	300	40	2	11
594	300	40	2	11
594	300	40	2	11
547	300	40	2	11
547	300	40	2	11
453	300	40	2	11
422	300	40	2	11
422	300	40	2	11
328	300	40	2	11
281	300	40	2	11
625	300	40	3	12
578	300	40	3	12
546	300	40	3	12
531	300	40	3	12
515	300	40	3	12
468	300	40	3	12
453	300	40	3	12
422	300	40	3	12
422	300	40	3	12
375	300	40	3	12
297	300	40	3	12
297	300	40	3	12
594	300	40	4	10
578	300	40	4	10
532	300	40	4	10
500	300	40	4	10
500	300	40	4	10
484	300	40	4	10
391	300	40	4	10
390	300	40	4	10
359	300	40	4	10
343	300	40	4	10
407	300	40	4	10
328	300	40	4	10
672	300	40	5	11
640	300	40	5	11
579	300	40	5	11
563	300	40	5	11
485	300	40	5	11
469	300	40	5	11
468	300	40	5	11
407	300	40	5	11
406	300	40	5	11
329	300	40	5	11
313	300	40	5	11
360	300	40	5	11
578	300	40	6	12
562	300	40	6	12
485	300	40	6	12
484	300	40	6	12
484	300	40	6	12
484	300	40	6	12
438	300	40	6	12
391	300	40	6	12
375	300	40	6	12
312	300	40	6	12
312	300	40	6	12
296	300	40	6	12
578	300	40	7	11
563	300	40	7	11
547	300	40	7	11
484	300	40	7	11
469	300	40	7	11
469	300	40	7	11
468	300	40	7	11
406	300	40	7	11
360	300	40	7	11
343	300	40	7	11
297	300	40	7	11
406	300	40	7	11
609	300	40	8	10
515	300	40	8	10
485	300	40	8	10
469	300	40	8	10
469	300	40	8	10
422	300	40	8	10
391	300	40	8	10
344	300	40	8	10
313	300	40	8	10
312	300	40	8	10
485	300	40	8	10
313	300	40	8	10
641	300	40	9	11
515	300	40	9	11
515	300	40	9	11
500	300	40	9	11
485	300	40	9	11
484	300	40	9	11
422	300	40	9	11
406	300	40	9	11
375	300	40	9	11
328	300	40	9	11
297	300	40	9	11
359	300	40	9	11
562	300	40	10	11
531	300	40	10	11
516	300	40	10	11
500	300	40	10	11
485	300	40	10	11
484	300	40	10	11
422	300	40	10	11
359	300	40	10	11
344	300	40	10	11
297	300	40	10	11
282	300	40	10	11
281	300	40	10	11
578	300	40	11	10
516	300	40	11	10
469	300	40	11	10
469	300	40	11	10
453	300	40	11	10
438	300	40	11	10
437	300	40	11	10
375	300	40	11	10
360	300	40	11	10
328	300	40	11	10
375	300	40	11	10
312	300	40	11	10
641	300	40	12	11
547	300	40	12	11
515	300	40	12	11
500	300	40	12	11
484	300	40	12	11
437	300	40	12	11
421	300	40	12	11
375	300	40	12	11
344	300	40	12	11
343	300	40	12	11
281	300	40	12	11
266	300	40	12	11
547	300	40	13	10
531	300	40	13	10
469	300	40	13	10
469	300	40	13	10
438	300	40	13	10
375	300	40	13	10
375	300	40	13	10
344	300	40	13	10
343	300	40	13	10
313	300	40	13	10
656	300	40	13	10
297	300	40	13	10
656	300	40	14	11
500	300	40	14	11
484	300	40	14	11
469	300	40	14	11
453	300	40	14	11
391	300	40	14	11
359	300	40	14	11
328	300	40	14	11
328	300	40	14	11
328	300	40	14	11
297	300	40	14	11
609	300	40	14	11
625	300	40	15	11
578	300	40	15	11
500	300	40	15	11
500	300	40	15	11
485	300	40	15	11
421	300	40	15	11
407	300	40	15	11
391	300	40	15	11
375	300	40	15	11
344	300	40	15	11
296	300	40	15	11
563	300	40	15	11
579	300	40	16	10
516	300	40	16	10
469	300	40	16	10
469	300	40	16	10
468	300	40	16	10
468	300	40	16	10
359	300	40	16	10
328	300	40	16	10
297	300	40	16	10
281	300	40	16	10
375	300	40	16	10
343	300	40	16	10
703	300	40	17	10
516	300	40	17	10
516	300	40	17	10
500	300	40	17	10
469	300	40	17	10
422	300	40	17	10
391	300	40	17	10
375	300	40	17	10
375	300	40	17	10
344	300	40	17	10
329	300	40	17	10
282	300	40	17	10
547	300	40	18	11
500	300	40	18	11
469	300	40	18	11
469	300	40	18	11
468	300	40	18	11
422	300	40	18	11
391	300	40	18	11
344	300	40	18	11
328	300	40	18	11
312	300	40	18	11
265	300	40	18	11
328	300	40	18	11
609	300	40	19	11
594	300	40	19	11
500	300	40	19	11
484	300	40	19	11
469	300	40	19	11
453	300	40	19	11
422	300	40	19	11
360	300	40	19	11
359	300	40	19	11
328	300	40	19	11
250	300	40	19	11
328	300	40	19	11
609	300	40	20	11
485	300	40	20	11
484	300	40	20	11
453	300	40	20	11
422	300	40	20	11
422	300	40	20	11
422	300	40	20	11
390	300	40	20	11
344	300	40	20	11
313	300	40	20	11
250	300	40	20	11
609	300	40	20	11
610	300	40	21	11
547	300	40	21	11
484	300	40	21	11
469	300	40	21	11
422	300	40	21	11
406	300	40	21	11
406	300	40	21	11
344	300	40	21	11
328	300	40	21	11
297	300	40	21	11
250	300	40	21	11
390	300	40	21	11
578	300	40	22	10
500	300	40	22	10
485	300	40	22	10
453	300	40	22	10
453	300	40	22	10
438	300	40	22	10
391	300	40	22	10
375	300	40	22	10
343	300	40	22	10
328	300	40	22	10
360	300	40	22	10
297	300	40	22	10
656	300	40	23	11
594	300	40	23	11
484	300	40	23	11
